dataResourceUid,dataResourceName,images,dcterms:modified,dcterms:language,dcterms:license,rightsHolder,dcterms:accessRights,dcterms:bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,associatedOccurrences,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,raw_scientificName,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementDeterminedDate,recordedByID,identifiedByID,videos,species,subfamily,eventType,measurementRemarks,measurementValue,relationshipRemarks,superfamily,relationshipOfResource,measurementMethod,identifier,provenance,sounds,recordID,rights,source,measurementID,measurementType,measurementUnit,measurementDeterminedBy,measurementAccuracy,degreeOfEstablishment,relatedResourceID,images,dcterms:type
dr1411,iNaturalist Australia,d83e02d3-108f-4ce3-b8db-16dbda501467,2025-12-23T13:13Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331796924,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/331796924,331796924,,quitechoughed,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-23T12:49:00Z,12:49:00+11:00,357,357,2025,12,23,23/12/2025 12:49,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.55489,149.422073,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741623017,,,quitechoughed,2025-12-23T13:02:04Z,,research,,18921,,,,,,https://biodiversity.org.au/afd/taxa/5e0f496f-5045-41ff-8c03-f3c8fd4f8ccd,Platycercus elegans,Platycercus (Platycercus) elegans,,,,,,,,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,,,,species,,"(Gmelin, 1788)",Crimson Rosella,,,,,,,,,Platycercus elegans,,,,,,,,,,,,b1de88b0-c662-4593-9c68-75961956c178,,,,,,,,,,d83e02d3-108f-4ce3-b8db-16dbda501467,
dr1411,iNaturalist Australia,e14d15ce-3a8f-4a23-82b0-a93bdf16dc33,2025-12-23T21:15:47Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331797544,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/331797544,331797544,,quitechoughed,,,,,,,,,PRESENT,,,,,,,foraging with white-throated treecreepers,,,,,,,,,,2025-12-23T13:55:00Z,13:55:00+11:00,357,357,2025,12,23,23/12/2025 13:55,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.552147,149.421233,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741625494,,,quitechoughed,2025-12-23T13:11:37Z,,research,,7801,,,,,,https://biodiversity.org.au/afd/taxa/1c97d858-3fbf-451d-9a13-08ecd8dce9b2,Climacteris erythrops,Climacteris (Climacterobates) erythrops,,,,,,,,Animalia,Chordata,Aves,Passeriformes,Climacteridae,Climacteris,,,,species,,"Gould, 1841",Red-browed Treecreeper,,,,,,,,,Climacteris erythrops,,,,,,,,,,,,3d683643-8cec-4ba3-888d-867b2a45d865,,,,,,,,,,e14d15ce-3a8f-4a23-82b0-a93bdf16dc33,
dr1411,iNaturalist Australia,32b74f70-451d-4eaf-a0d8-59b20751e749 | dd572fed-c0e3-4813-b9cd-41e5ed33bf18 | f53b3bf5-46a2-4ff6-9a1c-0757cbeb01e9,2025-12-23T12:20:48Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331790379,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331790379,331790379,,quitechoughed,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-20T14:40:00Z,14:40:00+11:00,354,354,2025,12,20,20/12/2025 14:40,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.554472,149.396893,EPSG:4326,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741603171,,,quitechoughed,2025-12-23T11:22:53Z,,research,,13471,,,,,,https://biodiversity.org.au/afd/taxa/a5308925-9a41-4a78-91ad-304fdfe272cb,Acanthiza reguloides,Acanthiza (Geobasileus) reguloides,,,,,,,,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,,,,species,,"Vigors & Horsfield, 1827",Buff-rumped Thornbill,,,,,,,,,Acanthiza reguloides,,,,,,,,,,,,ee7f3cbf-5f94-41c9-9178-c5a5537da81d,,,,,,,,,,32b74f70-451d-4eaf-a0d8-59b20751e749 | dd572fed-c0e3-4813-b9cd-41e5ed33bf18 | f53b3bf5-46a2-4ff6-9a1c-0757cbeb01e9,
dr1411,iNaturalist Australia,474c96f1-87aa-4bd1-bdbe-5546f908d2db | 794cb2dc-816e-4c76-8730-467acf1218dc | 98d81cfb-fd9f-42bb-a8e4-042118b9fd5f,2026-01-10T21:31:20Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331846258,,,,iNaturalist,Observations,iNaturalist observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331846258,331846258,,quitechoughed,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,only small,,,,,,,,,,2025-12-23T16:49:00Z,16:49:00+11:00,357,357,2025,12,23,23/12/2025 16:49,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.550672,149.401483,EPSG:4326,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747451104,,,Chris Cohen,2026-01-07T02:58:09Z,,needs_id,,203274,,,,,,https://biodiversity.org.au/afd/taxa/9b07c835-251f-414c-a859-2d1a737baf44,Cerdistus,Cerdistus,,,,,,,,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Cerdistus,,,,genus,,"Loew, 1849",,,,,,,,,,,,,,,,,,,,,,4c1f9f1a-0e7e-4b2a-a0b4-d0d15403b959,,,,,,,,,,474c96f1-87aa-4bd1-bdbe-5546f908d2db | 794cb2dc-816e-4c76-8730-467acf1218dc | 98d81cfb-fd9f-42bb-a8e4-042118b9fd5f,
dr1411,iNaturalist Australia,2067ac1b-9a9a-40a2-b11a-b3e2d13676c5,2025-12-27T21:25:40Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331849598,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331849598,331849598,,quitechoughed,,,,FEMALE,,,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-23T12:55:00Z,12:55:00+11:00,357,357,2025,12,23,23/12/2025 12:55,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.555219,149.421693,EPSG:4326,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742105369,,,John Tann,2025-12-24T19:15:01Z,,research,Female Black dots at base of wings,323668,,,,,,https://biodiversity.org.au/afd/taxa/0e1f52a6-b68a-417d-81bd-e7e4a34c89a5,Eusynthemis guttata,Eusynthemis guttata,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Synthemistidae,Eusynthemis,,,,species,,"(Selys, 1871)",Southern Tigertail,,,,,,,https://orcid.org/0000-0001-7291-2971,,Eusynthemis guttata,,,,,,,,,,,,434504bf-6949-4bdc-afdd-28dda2d6459c,,,,,,,,,,2067ac1b-9a9a-40a2-b11a-b3e2d13676c5,
dr1411,iNaturalist Australia,8563f917-ac30-438a-b2b0-cad4dd99bb8e,2025-12-24T00:50:17Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331843777,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331843777,331843777,,quitechoughed,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,,,,2cc5b855-9e95-48fe-93b6-450d1715fcf6,,,,,,,2025-12-23T15:15:00Z,15:15:00+11:00,357,357,2025,12,23,23/12/2025 15:15,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.554548,149.395537,EPSG:4326,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741775085,,,quitechoughed,2025-12-23T21:27:11Z,,research,,323555,,,,,,https://biodiversity.org.au/afd/taxa/3575c98d-5e7d-46fd-a62e-a499b15cffbc,Hemicordulia tau,Hemicordulia tau,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia,,,,species,,"(Selys, 1871)",Tau Emerald,,,,,,,,,Hemicordulia tau,,,,,,,,,,,,c1251b6e-d58c-49f4-a340-ace5f337a422,,,,,,,,,,8563f917-ac30-438a-b2b0-cad4dd99bb8e,
dr1411,iNaturalist Australia,b657df47-7f50-427b-a588-8a52fb0adfe8,2025-12-23T21:54:20Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331846340,,,,iNaturalist,Observations,iNaturalist observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331846340,331846340,,quitechoughed,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-23T16:37:00Z,16:37:00+11:00,357,357,2025,12,23,23/12/2025 16:37,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.554151,149.396027,EPSG:4326,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_id,,1652000,,,,,,https://biodiversity.org.au/afd/taxa/84c12b1b-f31b-4df2-8109-81fb787a3260,Pollanisini,ZYGAENIDAE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,,,,,family,,,,,,,,,,,,,,,,,,,,,,,,1b9139b3-b7cc-4629-976b-f4c1a60132a0,,,,,,,,,,b657df47-7f50-427b-a588-8a52fb0adfe8,
dr1411,iNaturalist Australia,6450f777-ba93-4409-b6cf-7741032ac4a2,2026-02-26T04:51:52Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331849600,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331849600,331849600,,quitechoughed,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-23T12:55:00Z,12:55:00+11:00,357,357,2025,12,23,23/12/2025 12:55,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.555218,149.421691,EPSG:4326,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758728982,,,brandon_hewitt,2026-02-06T07:18:15Z,,research,,489582,,,,,,https://biodiversity.org.au/afd/taxa/bd8c350d-b686-4f1a-bc96-1a57be4b0646,Oreixenica orichora,Oreixenica orichora,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oreixenica,,,,species,,"(Meyrick, 1885)",Orichora Brown,,,,,,,,,Oreixenica orichora,,,,,,,,,,,,9f0f48df-e268-4722-aefe-febfd3a1d41f,,,,,,,,,,6450f777-ba93-4409-b6cf-7741032ac4a2,
dr1411,iNaturalist Australia,acc1ec65-f350-42f0-a8cc-6671c253d701,2025-12-23T15:34:34Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331789626,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331789626,331789626,,quitechoughed,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-23T13:56:00Z,13:56:00+11:00,357,357,2025,12,23,23/12/2025 13:56,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.552208,149.421203,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741612529,,,Andrew Taylor,2025-12-23T12:10:13Z,,research,,7794,,,,,,https://biodiversity.org.au/afd/taxa/8cecdfa3-4c71-467e-b8fb-312cc347dfa0,Cormobates leucophaea,Cormobates leucophaea,,,,,,,,Animalia,Chordata,Aves,Passeriformes,Climacteridae,Cormobates,,,,species,,"(Latham, 1801)",White-throated Treecreeper,,,,,,,,,Cormobates leucophaea,,,,,,,,,,,,3c2f5347-0857-4082-aa3a-9d8b0bfd2fde,,,,,,,,,,acc1ec65-f350-42f0-a8cc-6671c253d701,
dr1411,iNaturalist Australia,13747f10-f4b6-4c2c-8834-70f0b98d1777,2025-12-23T21:53:23Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331846255,,,,iNaturalist,Observations,iNaturalist observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331846255,331846255,,quitechoughed,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-23T16:38:00Z,16:38:00+11:00,357,357,2025,12,23,23/12/2025 16:38,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.552422,149.398178,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_id,,341934,,,,,,https://biodiversity.org.au/afd/taxa/313283cb-f7d5-4084-b011-a08cc4e5ecd7,Epidesmia,Epidesmia,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epidesmia,,,,genus,,"Duncan & Westwood, 1841",,,,,,,,,,,,,,,,,,,,,,874cf731-3bf7-4783-9151-f509c0a89f3d,,,,,,,,,,13747f10-f4b6-4c2c-8834-70f0b98d1777,
dr1411,iNaturalist Australia,d8f6846a-af87-443d-b2d4-a6b9dcf83419,2025-12-19T07:27:56Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331248920,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331248920,331248920,,quitechoughed,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-16T13:49:00Z,13:49:00+11:00,350,350,2025,12,16,16/12/2025 13:49,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.550582,149.400204,EPSG:4326,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739908620,,,quitechoughed,2025-12-18T23:52:16Z,,research,,569938,,,,,,https://biodiversity.org.au/afd/taxa/d9a546f5-5d18-4ee6-b27a-729d9520141d,Pasma tasmanica,Pasma tasmanica,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pasma,,,,species,,"(Miskin, 1889)",Tasmanica Skipper,,,,,,,,,Pasma tasmanica,,,,,,,,,,,,ed6da47f-d782-40ef-bfca-ead8030f47f6,,,,,,,,,,d8f6846a-af87-443d-b2d4-a6b9dcf83419,
dr1411,iNaturalist Australia,17c81b06-28ff-4c30-86da-2c7982b895c0 | e0ca27ec-224c-4457-be1e-0de3cb321540,2026-01-10T21:31:11Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331846337,,,,iNaturalist,Observations,iNaturalist observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331846337,331846337,,quitechoughed,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,only a tiny little guy,,,,,,,,,,2025-12-23T16:36:00Z,16:36:00+11:00,357,357,2025,12,23,23/12/2025 16:36,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"New South Wales, Australia",,,,,,,,,,,-36.554153,149.396027,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747451047,,,Chris Cohen,2026-01-07T02:58:02Z,,needs_id,,203274,,,,,,https://biodiversity.org.au/afd/taxa/9b07c835-251f-414c-a859-2d1a737baf44,Cerdistus,Cerdistus,,,,,,,,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Cerdistus,,,,genus,,"Loew, 1849",,,,,,,,,,,,,,,,,,,,,,f79f8498-e235-4b7b-a308-a12bd72220da,,,,,,,,,,17c81b06-28ff-4c30-86da-2c7982b895c0 | e0ca27ec-224c-4457-be1e-0de3cb321540,
dr1411,iNaturalist Australia,a2a02047-a75e-41b9-8380-5c6f7d43ed70 | fd66e0fe-d28a-4ff4-ac2b-21e3d9cbe168,2026-01-06T01:18:13Z,,CC-BY-NC 4.0 (Int),christine0510,,,https://www.inaturalist.org/observations/333411365,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/333411365,333411365,,christine0510,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,,,,,,,,,,,2026-01-04T12:13:49Z,12:13:49+11:00,4,4,2026,1,4,4/01/2026 12:13,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Fastigata Rd, Steeple Flat, NSW, AU",,,,,,,,,,,-36.550668,149.405325,EPSG:4326,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746287096,,,christine0510,2026-01-04T07:36:07Z,,research,,622535,,,,,,https://biodiversity.org.au/afd/taxa/e627d23f-c142-480c-af35-d9f6a1096847,Euloxia meandraria,Euloxia meandraria,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Euloxia,,,,species,,"(Guen¨¦e, 1857)",Two-lined Emerald,,,,,,,,,Euloxia meandraria,,,,,,,,,,,,b8953087-654c-4ad7-aba3-fa80bb3f8ad4,,,,,,,,,,a2a02047-a75e-41b9-8380-5c6f7d43ed70 | fd66e0fe-d28a-4ff4-ac2b-21e3d9cbe168,
dr1411,iNaturalist Australia,779951ae-bf9a-421e-97ea-e9dba48f336a,2025-12-23T12:20:07Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331790380,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331790380,331790380,,quitechoughed,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2025-12-20T14:03:00Z,14:03:00+11:00,354,354,2025,12,20,20/12/2025 14:03,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.550987,149.399522,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741603173,,,quitechoughed,2025-12-23T11:22:53Z,,research,,13510,,,,,,https://biodiversity.org.au/afd/taxa/031b2b69-e9fc-44c6-9df9-03c1470d5ec3,Sericornis frontalis,Sericornis (Sericornis) frontalis,,,,,,,,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,,,,species,,"(Vigors & Horsfield, 1827)",White-browed Scrubwren,,,,,,,,,Sericornis frontalis,,,,,,,,,,,,53455137-8524-4b84-b76e-8f7e3461c8ef,,,,,,,,,,779951ae-bf9a-421e-97ea-e9dba48f336a,
dr1411,iNaturalist Australia,e0c48219-54a4-43fb-8057-d434caf18afc,2025-12-24T04:49:27Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331843776,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331843776,331843776,,quitechoughed,,,,,,,,,PRESENT,,,,,,,,,,c1251b6e-d58c-49f4-a340-ace5f337a422,,,,,,,2025-12-23T15:11:00Z,15:11:00+11:00,357,357,2025,12,23,23/12/2025 15:11,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.55436,149.395873,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741844530,,,Greg Martin,2025-12-24T00:50:01Z,,research,,323555,,,,,,https://biodiversity.org.au/afd/taxa/3575c98d-5e7d-46fd-a62e-a499b15cffbc,Hemicordulia tau,Hemicordulia tau,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia,,,,species,,"(Selys, 1871)",Tau Emerald,,,,,,,,,Hemicordulia tau,,,,,,,,,,,,2cc5b855-9e95-48fe-93b6-450d1715fcf6,,,,,,,,,,e0c48219-54a4-43fb-8057-d434caf18afc,
dr1411,iNaturalist Australia,063a1f09-efa5-4f9a-bb24-52154386c714,2024-03-01T00:25:10Z,,CC-BY-NC 4.0 (Int),Lee Georgeson,,,https://www.inaturalist.org/observations/196567397,,,,iNaturalist,Observations,iNaturalist observations,,HUMAN_OBSERVATION,,,,https://www.inaturalist.org/observations/196567397,196567397,,Lee Georgeson,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,2024-01-12T22:28:23Z,22:28:23+11:00,12,12,2024,1,12,12/01/2024 22:28,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Cooma-Monaro, AU-NS, AU",,,,,,,,,,,-36.555876,149.394402,EPSG:4326,28534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_id,,47550,,,,,,https://biodiversity.org.au/afd/taxa/45f266c9-64cf-4187-9d02-6841508bbf39,Tetragnatha,TETRAGNATHIDAE,,,,,,,,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,,,,,family,,"Menge, 1866",,,,,,,,,,,,,,,,,,,,,,5e2c3e4a-673c-406e-b52d-fae7e537a974,,,,,,,,,,063a1f09-efa5-4f9a-bb24-52154386c714,
dr1411,iNaturalist Australia,19605b81-37ec-4f22-bf07-3dbae649c441 | 2e5216f9-90f3-4d2e-87ed-b132b8e5a45f,2025-12-23T20:37:35Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331797545,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331797545,331797545,,quitechoughed,,,,,,,,,PRESENT,,,,,,,i think?,,,,,,,,,,2025-12-23T13:56:00Z,13:56:00+11:00,357,357,2025,12,23,23/12/2025 13:56,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.552253,149.421127,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741625496,,,quitechoughed,2025-12-23T13:11:37Z,,research,,8514,,,,,,https://biodiversity.org.au/afd/taxa/7af45089-4a0f-4303-a417-1708623809af,Colluricincla harmonica,Colluricincla (Colluricincla) harmonica,,,,,,,,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Colluricincla,,,,species,,"(Latham, 1801)",Grey Shrike-thrush,,,,,,,,,Colluricincla harmonica,,,,,,,,,,,,36bf726b-8354-432d-8059-b174bfba6570,,,,,,,,,,19605b81-37ec-4f22-bf07-3dbae649c441 | 2e5216f9-90f3-4d2e-87ed-b132b8e5a45f,
dr1411,iNaturalist Australia,b5cdf5ef-cb33-40cd-a93f-bab5ac0362bd,2025-12-17T07:13:34Z,,CC-BY-NC 4.0 (Int),quitechoughed,,,https://www.inaturalist.org/observations/331026416,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,{"evidenceOfPresence":"organism"},https://www.inaturalist.org/observations/331026416,331026416,,quitechoughed,,,,,"{""concept"": ""Adult"", ""lineage"": [""Adult""]}",,,,PRESENT,,,,,,,lots about here (though it is set to be logged in a couple weeks :( ),,,,,,,,,,2025-12-14T11:03:00Z,11:03:00+11:00,348,348,2025,12,14,14/12/2025 11:03,,,,,,,,,,,,,,Australia,AU,New South Wales,,,,"Steeple Flat NSW 2631, Australia",,,,,,,,,,,-36.552712,149.397675,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739102398,,,quitechoughed,2025-12-17T00:08:39Z,,research,,569938,,,,,,https://biodiversity.org.au/afd/taxa/d9a546f5-5d18-4ee6-b27a-729d9520141d,Pasma tasmanica,Pasma tasmanica,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pasma,,,,species,,"(Miskin, 1889)",Tasmanica Skipper,,,,,,,,,Pasma tasmanica,,,,,,,,,,,,9d146006-d288-4494-97a8-206b0649e30b,,,,,,,,,,b5cdf5ef-cb33-40cd-a93f-bab5ac0362bd,
