dataResourceUid,dataResourceName,images,dcterms:modified,dcterms:language,dcterms:license,rightsHolder,dcterms:accessRights,dcterms:bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,associatedOccurrences,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,raw_scientificName,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementDeterminedDate,recordedByID,identifiedByID,videos,species,subfamily,eventType,measurementRemarks,measurementValue,relationshipRemarks,superfamily,relationshipOfResource,measurementMethod,identifier,provenance,sounds,recordID,rights,source,measurementID,measurementType,measurementUnit,measurementDeterminedBy,measurementAccuracy,degreeOfEstablishment,relatedResourceID,images,dcterms:type
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597649",SF-597649,SF-597649,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,03b0276f-7654-4834-b7a5-289e21b487f9,,,,SF-214406,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162377-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.549027,149.413211,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,ec5c8975-b917-48a9-b7b6-50b9f4c9da62,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Scat"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597824",SF-597824,SF-597824,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,02a8b5bb-27f5-408b-9d0d-4c3e174bfe50,,,,SF-214414,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162385-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.548331,149.414194,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,4f7dbd8b-d455-422b-ba21-11289b26d289,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Scat"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-1256273",SF-1256273,SF-1256273,SFOBS-149,5,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,15a2ede7-a6b3-46ac-88c4-10cf72e286b6,,,,SF-348939,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF266860-1,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.554874,149.402612,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,e365d7fc-6bba-4603-8575-c85f1083ecb8,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-1256268",SF-1256268,SF-1256268,SFOBS-149,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,08edf350-9c7c-4aaf-b5b9-772a1bd7a235,,,,SF-348934,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF266855-1,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.552778,149.401542,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,7871d30d-e24f-44a6-a1b4-596ec0099846,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Scat"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597840",SF-597840,SF-597840,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,067e13fb-c463-465d-b65d-b4116828a522,,,,SF-214415,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162386-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.549027,149.413211,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,aeb0623b-f1b0-44a5-a280-a1bcd6d823c4,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-599760",SF-599760,SF-599760,SFOBS-296,7,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,49ec3616-6eae-4575-8127-0e626941d7ce,,,,SF-215014,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162985-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.556637,149.397863,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,730205a8-f818-4338-afbc-705165f9eafe,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-594042",SF-594042,SF-594042,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,04e170a7-bc06-44c4-8021-6ca1747effa0,,,,SF-213109,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF161080-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.556917,149.404128,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,1d42df29-075e-46d4-a8ca-6f3a93e439fe,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Scat"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-599744",SF-599744,SF-599744,SFOBS-296,4,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,11f1bd1c-8458-4c2b-9f0f-4d9c846ce87f,,,,SF-215012,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162983-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.556637,149.397863,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,5b1bdd08-c21e-4953-a4a9-46552d8a5ae9,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Scat"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-594105",SF-594105,SF-594105,SFOBS-149,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,17e48277-37c0-4c44-9db0-caea112376b6,,,,SF-213112,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF161083-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.552778,149.401542,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,fd33558e-6783-46fc-b823-2bccdea1166b,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597697",SF-597697,SF-597697,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,06a64e6f-22d4-47ad-9bd6-9440df53c62d,,,,SF-214408,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162379-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.548331,149.414194,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,803808a8-e364-419c-b1b0-f08e64441386,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-594214",SF-594214,SF-594214,SFOBS-149,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,08edf350-9c7c-4aaf-b5b9-772a1bd7a235,,,,SF-213117,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF161088-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.552778,149.401542,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,bc3b0131-18c6-4237-8d7f-d351d805c08d,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-594039",SF-594039,SF-594039,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,04e170a7-bc06-44c4-8021-6ca1747effa0,,,,SF-213109,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF161080-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.556917,149.404128,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,9e886421-3663-4baf-b117-3005851b9394,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597955",SF-597955,SF-597955,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,04deb7e3-05f0-4b4b-877d-c1701109d75c,,,,SF-214419,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162390-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.549027,149.413211,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,4fcc1a90-971b-4936-8cbe-3a4abbda50c2,Unknown,,,,,,,,,,Event
